1.28,722
1.51,723
1.88,724
1.56,725
1.48,726
1.81,727
1.83,728
1.79,729
1.45,730
1.5,731
1.88,732
1.98,733
1.98,734
2.27,735
2.7,736
2.64,737
2.25,738
1.83,739
1.57,740
1.65,741
1.66,742
1.98,743
2.04,744
1.64,745
1.49,746
1.57,747
1.65,748
1.62,749
1.86,750
1.81,751
2,752
2.03,753
1.66,754
1.54,755
1.57,756
1.9,757
1.76,758
1.79,759
1.89,760
1.85,761
1.45,762
1.25,763
1.25,764
1.3,765
1.25,766
1.39,767
1.31,768
1.47,769
1.56,770
1.43,771
1.38,772
1.31,773
1.28,774
1.54,775
1.52,776
1.49,777
1.42,778
1.27,779
1.3,780
1.27,781
1.25,782
1.3,783
1.32,784
1.36,785
1.77,786
1.89,787
1.88,788
1.85,789
1.73,790
1.57,791
1.47,792
1.95,793
2.28,794
2.02,795
2.01,796
2.03,797
2.1,798
2.15,799
2.19,800
2.23,801
2.15,802
2.15,803
2.13,804
2.03,805
1.59,806
1.15,807
1.13,808
0.45,809
0.04,810
1.41,811
1.59,812
1.21,813
1.28,814
1.6,815
1.52,816
1.74,817
2.22,818
2.41,819
2.17,820
1.74,821
1.52,822
1.4,823
1.42,824
1.37,825
1.27,826
1.27,827
1.59,828
1.56,829
1.51,830
1.81,831
1.39,832
1.31,833
1.32,834
1.4,835
1.35,836
1.22,837
1.25,838
1.58,839
1.83,840
1.93,841
1.62,842
1.55,843
1.52,844
1.64,845
1.61,846
1.14,847
1.38,848
1.54,849
1.56,850
1.43,851
1.45,852
1.59,853
1.53,854
1.71,855
1.59,856
1.34,857
1.45,858
1.69,859
1.56,860
1.16,861
1.23,862
1.08,863
